Sampling_Event,Date,Mesocosm,Treatment,Species,Abundance
T3,2016-02-19,21,S,Pleurosigma.salinarum,0.000
T3,2016-02-19,12,SP,Pleurosigma.salinarum,0.000
T3,2016-02-19,16,SP,Pleurosigma.salinarum,0.000
T3,2016-02-19,23,SP,Pleurosigma.salinarum,0.000
T4,2016-07-10,1,F,Pleurosigma.salinarum,0.000
T4,2016-07-10,6,F,Pleurosigma.salinarum,0.000
T4,2016-07-10,18,F,Pleurosigma.salinarum,0.000
T4,2016-07-10,8,FP,Pleurosigma.salinarum,0.000
T4,2016-07-10,19,FP,Pleurosigma.salinarum,0.020
T4,2016-07-10,9,S,Pleurosigma.salinarum,0.000
T4,2016-07-10,13,S,Pleurosigma.salinarum,0.000
T4,2016-07-10,21,S,Pleurosigma.salinarum,0.000
T4,2016-07-10,11,SP,Pleurosigma.salinarum,0.000
T4,2016-07-10,16,SP,Pleurosigma.salinarum,0.000
T1,2015-05-22,1,F,Rhopalodia.gibba,0.050
T1,2015-05-22,17,F,Rhopalodia.gibba,0.000
T1,2015-05-22,18,F,Rhopalodia.gibba,0.000
T1,2015-05-22,4,FP,Rhopalodia.gibba,0.020
T1,2015-05-22,8,FP,Rhopalodia.gibba,0.000
T1,2015-05-22,19,FP,Rhopalodia.gibba,0.000
T1,2015-05-22,9,S,Rhopalodia.gibba,0.000
T1,2015-05-22,14,S,Rhopalodia.gibba,0.000
T1,2015-05-22,21,S,Rhopalodia.gibba,0.000
T1,2015-05-22,12,SP,Rhopalodia.gibba,0.000
T1,2015-05-22,16,SP,Rhopalodia.gibba,0.000
T1,2015-05-22,24,SP,Rhopalodia.gibba,0.000
T2,2015-08-18,5,F,Rhopalodia.gibba,0.000
T2,2015-08-18,6,F,Rhopalodia.gibba,0.000
T2,2015-08-18,18,F,Rhopalodia.gibba,0.000
T2,2015-08-18,4,FP,Rhopalodia.gibba,0.010
T2,2015-08-18,7,FP,Rhopalodia.gibba,0.000
T2,2015-08-18,19,FP,Rhopalodia.gibba,0.000
T2,2015-08-18,9,S,Rhopalodia.gibba,0.000
T2,2015-08-18,10,S,Rhopalodia.gibba,0.000
T2,2015-08-18,13,S,Rhopalodia.gibba,0.000
T2,2015-08-18,12,SP,Rhopalodia.gibba,0.000
T2,2015-08-18,15,SP,Rhopalodia.gibba,0.000
T2,2015-08-18,24,SP,Rhopalodia.gibba,0.000
T3,2016-02-19,1,F,Rhopalodia.gibba,0.050
T3,2016-02-19,6,F,Rhopalodia.gibba,0.000
T3,2016-02-19,18,F,Rhopalodia.gibba,0.000
T3,2016-02-19,4,FP,Rhopalodia.gibba,0.060
T3,2016-02-19,19,FP,Rhopalodia.gibba,0.110
T3,2016-02-19,9,S,Rhopalodia.gibba,0.000
T3,2016-02-19,13,S,Rhopalodia.gibba,0.000
T3,2016-02-19,21,S,Rhopalodia.gibba,0.000
T3,2016-02-19,12,SP,Rhopalodia.gibba,0.190
T3,2016-02-19,16,SP,Rhopalodia.gibba,0.000
T3,2016-02-19,23,SP,Rhopalodia.gibba,0.000
T4,2016-07-10,1,F,Rhopalodia.gibba,0.000
T4,2016-07-10,6,F,Rhopalodia.gibba,0.000
T4,2016-07-10,18,F,Rhopalodia.gibba,0.000
T4,2016-07-10,8,FP,Rhopalodia.gibba,0.000
T4,2016-07-10,19,FP,Rhopalodia.gibba,0.000
T4,2016-07-10,9,S,Rhopalodia.gibba,0.000
T4,2016-07-10,13,S,Rhopalodia.gibba,0.000
T4,2016-07-10,21,S,Rhopalodia.gibba,0.000
T4,2016-07-10,11,SP,Rhopalodia.gibba,0.000
T4,2016-07-10,16,SP,Rhopalodia.gibba,0.000
T1,2015-05-22,1,F,Rhopalodia.pacifica,0.000
T1,2015-05-22,17,F,Rhopalodia.pacifica,0.000
T1,2015-05-22,18,F,Rhopalodia.pacifica,0.000
T1,2015-05-22,4,FP,Rhopalodia.pacifica,0.000
T1,2015-05-22,8,FP,Rhopalodia.pacifica,0.000
T1,2015-05-22,19,FP,Rhopalodia.pacifica,0.000
T1,2015-05-22,9,S,Rhopalodia.pacifica,0.000
T1,2015-05-22,14,S,Rhopalodia.pacifica,0.000
T1,2015-05-22,21,S,Rhopalodia.pacifica,0.000
T1,2015-05-22,12,SP,Rhopalodia.pacifica,0.000
T1,2015-05-22,16,SP,Rhopalodia.pacifica,0.000
T1,2015-05-22,24,SP,Rhopalodia.pacifica,0.000
T2,2015-08-18,5,F,Rhopalodia.pacifica,0.000
T2,2015-08-18,6,F,Rhopalodia.pacifica,0.000
T2,2015-08-18,18,F,Rhopalodia.pacifica,0.000
T2,2015-08-18,4,FP,Rhopalodia.pacifica,0.000
T2,2015-08-18,7,FP,Rhopalodia.pacifica,0.000
T2,2015-08-18,19,FP,Rhopalodia.pacifica,0.000
T2,2015-08-18,9,S,Rhopalodia.pacifica,0.000
T2,2015-08-18,10,S,Rhopalodia.pacifica,0.000
T2,2015-08-18,13,S,Rhopalodia.pacifica,0.000
T2,2015-08-18,12,SP,Rhopalodia.pacifica,0.000
T2,2015-08-18,15,SP,Rhopalodia.pacifica,0.000
T2,2015-08-18,24,SP,Rhopalodia.pacifica,0.000
T3,2016-02-19,1,F,Rhopalodia.pacifica,0.000
T3,2016-02-19,6,F,Rhopalodia.pacifica,0.000
T3,2016-02-19,18,F,Rhopalodia.pacifica,0.000
T3,2016-02-19,4,FP,Rhopalodia.pacifica,0.000
T3,2016-02-19,19,FP,Rhopalodia.pacifica,0.000
T3,2016-02-19,9,S,Rhopalodia.pacifica,0.000
T3,2016-02-19,13,S,Rhopalodia.pacifica,0.000
T3,2016-02-19,21,S,Rhopalodia.pacifica,0.000
T3,2016-02-19,12,SP,Rhopalodia.pacifica,0.370
T3,2016-02-19,16,SP,Rhopalodia.pacifica,0.010
T3,2016-02-19,23,SP,Rhopalodia.pacifica,0.000
T4,2016-07-10,1,F,Rhopalodia.pacifica,0.000
T4,2016-07-10,6,F,Rhopalodia.pacifica,0.000
T4,2016-07-10,18,F,Rhopalodia.pacifica,0.000
T4,2016-07-10,8,FP,Rhopalodia.pacifica,0.000
T4,2016-07-10,19,FP,Rhopalodia.pacifica,0.000
T4,2016-07-10,9,S,Rhopalodia.pacifica,0.000
T4,2016-07-10,13,S,Rhopalodia.pacifica,0.000
T4,2016-07-10,21,S,Rhopalodia.pacifica,0.000
T4,2016-07-10,11,SP,Rhopalodia.pacifica,0.000
T4,2016-07-10,16,SP,Rhopalodia.pacifica,0.000
T1,2015-05-22,1,F,Sellaphora.laevissima,0.000
T1,2015-05-22,17,F,Sellaphora.laevissima,0.000
T1,2015-05-22,18,F,Sellaphora.laevissima,0.000
T1,2015-05-22,4,FP,Sellaphora.laevissima,0.000
T1,2015-05-22,8,FP,Sellaphora.laevissima,0.000
T1,2015-05-22,19,FP,Sellaphora.laevissima,0.000
T1,2015-05-22,9,S,Sellaphora.laevissima,0.000
T1,2015-05-22,14,S,Sellaphora.laevissima,0.000
T1,2015-05-22,21,S,Sellaphora.laevissima,0.000
T1,2015-05-22,12,SP,Sellaphora.laevissima,0.000
T1,2015-05-22,16,SP,Sellaphora.laevissima,0.000
T1,2015-05-22,24,SP,Sellaphora.laevissima,0.000
T2,2015-08-18,5,F,Sellaphora.laevissima,0.000
T2,2015-08-18,6,F,Sellaphora.laevissima,0.000
T2,2015-08-18,18,F,Sellaphora.laevissima,0.000
T2,2015-08-18,4,FP,Sellaphora.laevissima,0.000
T2,2015-08-18,7,FP,Sellaphora.laevissima,0.000
T2,2015-08-18,19,FP,Sellaphora.laevissima,0.000
T2,2015-08-18,9,S,Sellaphora.laevissima,0.000
T2,2015-08-18,10,S,Sellaphora.laevissima,0.000
T2,2015-08-18,13,S,Sellaphora.laevissima,0.000
T2,2015-08-18,12,SP,Sellaphora.laevissima,0.000
T2,2015-08-18,15,SP,Sellaphora.laevissima,0.010
T2,2015-08-18,24,SP,Sellaphora.laevissima,0.000
T3,2016-02-19,1,F,Sellaphora.laevissima,0.000
T3,2016-02-19,6,F,Sellaphora.laevissima,0.000
T3,2016-02-19,18,F,Sellaphora.laevissima,0.000
T3,2016-02-19,4,FP,Sellaphora.laevissima,0.000
T3,2016-02-19,19,FP,Sellaphora.laevissima,0.000
T3,2016-02-19,9,S,Sellaphora.laevissima,0.000
T3,2016-02-19,13,S,Sellaphora.laevissima,0.000
T3,2016-02-19,21,S,Sellaphora.laevissima,0.000
T3,2016-02-19,12,SP,Sellaphora.laevissima,0.000
T3,2016-02-19,16,SP,Sellaphora.laevissima,0.000
T3,2016-02-19,23,SP,Sellaphora.laevissima,0.000
T4,2016-07-10,1,F,Sellaphora.laevissima,0.000
T4,2016-07-10,6,F,Sellaphora.laevissima,0.000
T4,2016-07-10,18,F,Sellaphora.laevissima,0.000
T4,2016-07-10,8,FP,Sellaphora.laevissima,0.000
T4,2016-07-10,19,FP,Sellaphora.laevissima,0.000
T4,2016-07-10,9,S,Sellaphora.laevissima,0.000
T4,2016-07-10,13,S,Sellaphora.laevissima,0.000
T4,2016-07-10,21,S,Sellaphora.laevissima,0.000
T4,2016-07-10,11,SP,Sellaphora.laevissima,0.000
T4,2016-07-10,16,SP,Sellaphora.laevissima,0.000
T1,2015-05-22,1,F,Sellaphora.pupula,0.000
T1,2015-05-22,17,F,Sellaphora.pupula,0.000
T1,2015-05-22,18,F,Sellaphora.pupula,0.000
T1,2015-05-22,4,FP,Sellaphora.pupula,0.000
T1,2015-05-22,8,FP,Sellaphora.pupula,0.000
T1,2015-05-22,19,FP,Sellaphora.pupula,0.000
T1,2015-05-22,9,S,Sellaphora.pupula,0.000
T1,2015-05-22,14,S,Sellaphora.pupula,0.000
T1,2015-05-22,21,S,Sellaphora.pupula,0.000
T1,2015-05-22,12,SP,Sellaphora.pupula,0.000
T1,2015-05-22,16,SP,Sellaphora.pupula,0.000
T1,2015-05-22,24,SP,Sellaphora.pupula,0.000
T2,2015-08-18,5,F,Sellaphora.pupula,0.000
T2,2015-08-18,6,F,Sellaphora.pupula,0.000
T2,2015-08-18,18,F,Sellaphora.pupula,0.000
T2,2015-08-18,4,FP,Sellaphora.pupula,0.000
T2,2015-08-18,7,FP,Sellaphora.pupula,0.000
T2,2015-08-18,19,FP,Sellaphora.pupula,0.000
T2,2015-08-18,9,S,Sellaphora.pupula,0.000
T2,2015-08-18,10,S,Sellaphora.pupula,0.000
T2,2015-08-18,13,S,Sellaphora.pupula,0.000
T2,2015-08-18,12,SP,Sellaphora.pupula,0.000
T2,2015-08-18,15,SP,Sellaphora.pupula,0.000
T2,2015-08-18,24,SP,Sellaphora.pupula,0.000
T3,2016-02-19,1,F,Sellaphora.pupula,0.000
T3,2016-02-19,6,F,Sellaphora.pupula,0.000
T3,2016-02-19,18,F,Sellaphora.pupula,0.000
T3,2016-02-19,4,FP,Sellaphora.pupula,0.000
T3,2016-02-19,19,FP,Sellaphora.pupula,0.000
T3,2016-02-19,9,S,Sellaphora.pupula,0.000
T3,2016-02-19,13,S,Sellaphora.pupula,0.000
T3,2016-02-19,21,S,Sellaphora.pupula,0.000
T3,2016-02-19,12,SP,Sellaphora.pupula,0.000
T3,2016-02-19,16,SP,Sellaphora.pupula,0.000
T3,2016-02-19,23,SP,Sellaphora.pupula,0.000
T4,2016-07-10,1,F,Sellaphora.pupula,0.000
T4,2016-07-10,6,F,Sellaphora.pupula,0.000
T4,2016-07-10,18,F,Sellaphora.pupula,0.000
T4,2016-07-10,8,FP,Sellaphora.pupula,0.000
T4,2016-07-10,19,FP,Sellaphora.pupula,0.000
T4,2016-07-10,9,S,Sellaphora.pupula,0.000
T4,2016-07-10,13,S,Sellaphora.pupula,0.000
T4,2016-07-10,21,S,Sellaphora.pupula,0.000
T4,2016-07-10,11,SP,Sellaphora.pupula,0.000
T4,2016-07-10,16,SP,Sellaphora.pupula,0.000
T1,2015-05-22,1,F,Sellaphora.stroemii,0.000
T1,2015-05-22,17,F,Sellaphora.stroemii,0.000
T1,2015-05-22,18,F,Sellaphora.stroemii,0.000
T1,2015-05-22,4,FP,Sellaphora.stroemii,0.000
T1,2015-05-22,8,FP,Sellaphora.stroemii,0.000
T1,2015-05-22,19,FP,Sellaphora.stroemii,0.000
T1,2015-05-22,9,S,Sellaphora.stroemii,0.000
T1,2015-05-22,14,S,Sellaphora.stroemii,0.000
T1,2015-05-22,21,S,Sellaphora.stroemii,0.000
T1,2015-05-22,12,SP,Sellaphora.stroemii,0.000
T1,2015-05-22,16,SP,Sellaphora.stroemii,0.000
T1,2015-05-22,24,SP,Sellaphora.stroemii,0.000
T2,2015-08-18,5,F,Sellaphora.stroemii,0.000
T2,2015-08-18,6,F,Sellaphora.stroemii,0.000
T2,2015-08-18,18,F,Sellaphora.stroemii,0.000
T2,2015-08-18,4,FP,Sellaphora.stroemii,0.000
T2,2015-08-18,7,FP,Sellaphora.stroemii,0.000
T2,2015-08-18,19,FP,Sellaphora.stroemii,0.000
T2,2015-08-18,9,S,Sellaphora.stroemii,0.000
T2,2015-08-18,10,S,Sellaphora.stroemii,0.000
T2,2015-08-18,13,S,Sellaphora.stroemii,0.000
T2,2015-08-18,12,SP,Sellaphora.stroemii,0.000
T2,2015-08-18,15,SP,Sellaphora.stroemii,0.000
T2,2015-08-18,24,SP,Sellaphora.stroemii,0.000
T3,2016-02-19,1,F,Sellaphora.stroemii,0.000
T3,2016-02-19,6,F,Sellaphora.stroemii,0.000
T3,2016-02-19,18,F,Sellaphora.stroemii,0.000
T3,2016-02-19,4,FP,Sellaphora.stroemii,0.000
T3,2016-02-19,19,FP,Sellaphora.stroemii,0.000
T3,2016-02-19,9,S,Sellaphora.stroemii,0.000
T3,2016-02-19,13,S,Sellaphora.stroemii,0.000
T3,2016-02-19,21,S,Sellaphora.stroemii,0.000
T3,2016-02-19,12,SP,Sellaphora.stroemii,0.000
T3,2016-02-19,16,SP,Sellaphora.stroemii,0.000
T3,2016-02-19,23,SP,Sellaphora.stroemii,0.000
T4,2016-07-10,1,F,Sellaphora.stroemii,0.000
T4,2016-07-10,6,F,Sellaphora.stroemii,0.000
T4,2016-07-10,18,F,Sellaphora.stroemii,0.000
T4,2016-07-10,8,FP,Sellaphora.stroemii,0.000
T4,2016-07-10,19,FP,Sellaphora.stroemii,0.000
T4,2016-07-10,9,S,Sellaphora.stroemii,0.000
T4,2016-07-10,13,S,Sellaphora.stroemii,0.000
T4,2016-07-10,21,S,Sellaphora.stroemii,0.000
T4,2016-07-10,11,SP,Sellaphora.stroemii,0.000
T4,2016-07-10,16,SP,Sellaphora.stroemii,0.000
T1,2015-05-22,1,F,Seminavis.pusilla,0.000
T1,2015-05-22,17,F,Seminavis.pusilla,0.000
T1,2015-05-22,18,F,Seminavis.pusilla,0.000
T1,2015-05-22,4,FP,Seminavis.pusilla,0.000
T1,2015-05-22,8,FP,Seminavis.pusilla,0.000
T1,2015-05-22,19,FP,Seminavis.pusilla,0.000
T1,2015-05-22,9,S,Seminavis.pusilla,0.000
T1,2015-05-22,14,S,Seminavis.pusilla,0.000
T1,2015-05-22,21,S,Seminavis.pusilla,0.000
T1,2015-05-22,12,SP,Seminavis.pusilla,0.000
T1,2015-05-22,16,SP,Seminavis.pusilla,0.000
T1,2015-05-22,24,SP,Seminavis.pusilla,0.000
T2,2015-08-18,5,F,Seminavis.pusilla,0.000
T2,2015-08-18,6,F,Seminavis.pusilla,0.000
T2,2015-08-18,18,F,Seminavis.pusilla,0.000
T2,2015-08-18,4,FP,Seminavis.pusilla,0.000
T2,2015-08-18,7,FP,Seminavis.pusilla,0.000
T2,2015-08-18,19,FP,Seminavis.pusilla,0.000
T2,2015-08-18,9,S,Seminavis.pusilla,0.000
T2,2015-08-18,10,S,Seminavis.pusilla,0.000
T2,2015-08-18,13,S,Seminavis.pusilla,0.000
T2,2015-08-18,12,SP,Seminavis.pusilla,0.000
T2,2015-08-18,15,SP,Seminavis.pusilla,0.000
T2,2015-08-18,24,SP,Seminavis.pusilla,0.000
T3,2016-02-19,1,F,Seminavis.pusilla,0.000
T3,2016-02-19,6,F,Seminavis.pusilla,0.000
T3,2016-02-19,18,F,Seminavis.pusilla,0.000
T3,2016-02-19,4,FP,Seminavis.pusilla,0.000
T3,2016-02-19,19,FP,Seminavis.pusilla,0.000
T3,2016-02-19,9,S,Seminavis.pusilla,0.000
T3,2016-02-19,13,S,Seminavis.pusilla,0.000
T3,2016-02-19,21,S,Seminavis.pusilla,0.000
T3,2016-02-19,12,SP,Seminavis.pusilla,0.000
T3,2016-02-19,16,SP,Seminavis.pusilla,0.000
T3,2016-02-19,23,SP,Seminavis.pusilla,0.020
T4,2016-07-10,1,F,Seminavis.pusilla,0.000
T4,2016-07-10,6,F,Seminavis.pusilla,0.000
T4,2016-07-10,18,F,Seminavis.pusilla,0.000
T4,2016-07-10,8,FP,Seminavis.pusilla,0.000
T4,2016-07-10,19,FP,Seminavis.pusilla,0.000
T4,2016-07-10,9,S,Seminavis.pusilla,0.030
T4,2016-07-10,13,S,Seminavis.pusilla,0.010
T4,2016-07-10,21,S,Seminavis.pusilla,0.010
T4,2016-07-10,11,SP,Seminavis.pusilla,0.110
T4,2016-07-10,16,SP,Seminavis.pusilla,0.000
T1,2015-05-22,1,F,Stauroneis.phoenicentron,0.000
T1,2015-05-22,17,F,Stauroneis.phoenicentron,0.000
T1,2015-05-22,18,F,Stauroneis.phoenicentron,0.000
T1,2015-05-22,4,FP,Stauroneis.phoenicentron,0.000
T1,2015-05-22,8,FP,Stauroneis.phoenicentron,0.000
T1,2015-05-22,19,FP,Stauroneis.phoenicentron,0.000
T1,2015-05-22,9,S,Stauroneis.phoenicentron,0.000
T1,2015-05-22,14,S,Stauroneis.phoenicentron,0.000
T1,2015-05-22,21,S,Stauroneis.phoenicentron,0.000
T1,2015-05-22,12,SP,Stauroneis.phoenicentron,0.000
T1,2015-05-22,16,SP,Stauroneis.phoenicentron,0.000
T1,2015-05-22,24,SP,Stauroneis.phoenicentron,0.000
T2,2015-08-18,5,F,Stauroneis.phoenicentron,0.010
T2,2015-08-18,6,F,Stauroneis.phoenicentron,0.000
T2,2015-08-18,18,F,Stauroneis.phoenicentron,0.000
T2,2015-08-18,4,FP,Stauroneis.phoenicentron,0.000
T2,2015-08-18,7,FP,Stauroneis.phoenicentron,0.000
T2,2015-08-18,19,FP,Stauroneis.phoenicentron,0.000
T2,2015-08-18,9,S,Stauroneis.phoenicentron,0.000
T2,2015-08-18,10,S,Stauroneis.phoenicentron,0.000
T2,2015-08-18,13,S,Stauroneis.phoenicentron,0.000
T2,2015-08-18,12,SP,Stauroneis.phoenicentron,0.000
T2,2015-08-18,15,SP,Stauroneis.phoenicentron,0.000
T2,2015-08-18,24,SP,Stauroneis.phoenicentron,0.000
T3,2016-02-19,1,F,Stauroneis.phoenicentron,0.000
T3,2016-02-19,6,F,Stauroneis.phoenicentron,0.000
T3,2016-02-19,18,F,Stauroneis.phoenicentron,0.000
T3,2016-02-19,4,FP,Stauroneis.phoenicentron,0.000
T3,2016-02-19,19,FP,Stauroneis.phoenicentron,0.000
T3,2016-02-19,9,S,Stauroneis.phoenicentron,0.000
T3,2016-02-19,13,S,Stauroneis.phoenicentron,0.000
T3,2016-02-19,21,S,Stauroneis.phoenicentron,0.000
T3,2016-02-19,12,SP,Stauroneis.phoenicentron,0.000
T3,2016-02-19,16,SP,Stauroneis.phoenicentron,0.000
T3,2016-02-19,23,SP,Stauroneis.phoenicentron,0.000
T4,2016-07-10,1,F,Stauroneis.phoenicentron,0.000
T4,2016-07-10,6,F,Stauroneis.phoenicentron,0.000
T4,2016-07-10,18,F,Stauroneis.phoenicentron,0.000
T4,2016-07-10,8,FP,Stauroneis.phoenicentron,0.000
T4,2016-07-10,19,FP,Stauroneis.phoenicentron,0.000
T4,2016-07-10,9,S,Stauroneis.phoenicentron,0.000
T4,2016-07-10,13,S,Stauroneis.phoenicentron,0.000
T4,2016-07-10,21,S,Stauroneis.phoenicentron,0.000
T4,2016-07-10,11,SP,Stauroneis.phoenicentron,0.000
T4,2016-07-10,16,SP,Stauroneis.phoenicentron,0.000
T1,2015-05-22,1,F,Stephanocyclus.menghiniana,0.000
T1,2015-05-22,17,F,Stephanocyclus.menghiniana,0.010
T1,2015-05-22,18,F,Stephanocyclus.menghiniana,0.040
T1,2015-05-22,4,FP,Stephanocyclus.menghiniana,0.000
T1,2015-05-22,8,FP,Stephanocyclus.menghiniana,0.010
T1,2015-05-22,19,FP,Stephanocyclus.menghiniana,0.010
T1,2015-05-22,9,S,Stephanocyclus.menghiniana,0.000
T1,2015-05-22,14,S,Stephanocyclus.menghiniana,0.120
T1,2015-05-22,21,S,Stephanocyclus.menghiniana,0.030
T1,2015-05-22,12,SP,Stephanocyclus.menghiniana,0.010
T1,2015-05-22,16,SP,Stephanocyclus.menghiniana,0.030
T1,2015-05-22,24,SP,Stephanocyclus.menghiniana,0.010
T2,2015-08-18,5,F,Stephanocyclus.menghiniana,0.000
T2,2015-08-18,6,F,Stephanocyclus.menghiniana,0.000
T2,2015-08-18,18,F,Stephanocyclus.menghiniana,0.080
T2,2015-08-18,4,FP,Stephanocyclus.menghiniana,0.000
T2,2015-08-18,7,FP,Stephanocyclus.menghiniana,0.000
T2,2015-08-18,19,FP,Stephanocyclus.menghiniana,0.000
T2,2015-08-18,9,S,Stephanocyclus.menghiniana,0.000
T2,2015-08-18,10,S,Stephanocyclus.menghiniana,0.000
T2,2015-08-18,13,S,Stephanocyclus.menghiniana,0.390
T2,2015-08-18,12,SP,Stephanocyclus.menghiniana,0.010
T2,2015-08-18,15,SP,Stephanocyclus.menghiniana,0.000
T2,2015-08-18,24,SP,Stephanocyclus.menghiniana,0.000
T3,2016-02-19,1,F,Stephanocyclus.menghiniana,0.070
T3,2016-02-19,6,F,Stephanocyclus.menghiniana,0.000
T3,2016-02-19,18,F,Stephanocyclus.menghiniana,0.010
T3,2016-02-19,4,FP,Stephanocyclus.menghiniana,0.000
T3,2016-02-19,19,FP,Stephanocyclus.menghiniana,0.000
T3,2016-02-19,9,S,Stephanocyclus.menghiniana,0.000
T3,2016-02-19,13,S,Stephanocyclus.menghiniana,0.160
T3,2016-02-19,21,S,Stephanocyclus.menghiniana,0.000
T3,2016-02-19,12,SP,Stephanocyclus.menghiniana,0.000
T3,2016-02-19,16,SP,Stephanocyclus.menghiniana,0.000
T3,2016-02-19,23,SP,Stephanocyclus.menghiniana,0.000
T4,2016-07-10,1,F,Stephanocyclus.menghiniana,0.000
T4,2016-07-10,6,F,Stephanocyclus.menghiniana,0.000
T4,2016-07-10,18,F,Stephanocyclus.menghiniana,0.000
T4,2016-07-10,8,FP,Stephanocyclus.menghiniana,0.000
T4,2016-07-10,19,FP,Stephanocyclus.menghiniana,0.040
T4,2016-07-10,9,S,Stephanocyclus.menghiniana,0.000
T4,2016-07-10,13,S,Stephanocyclus.menghiniana,0.360
T4,2016-07-10,21,S,Stephanocyclus.menghiniana,0.000
T4,2016-07-10,11,SP,Stephanocyclus.menghiniana,0.000
T4,2016-07-10,16,SP,Stephanocyclus.menghiniana,0.000
T1,2015-05-22,1,F,Synedra.filiformis.exilis,0.000
T1,2015-05-22,17,F,Synedra.filiformis.exilis,0.010
T1,2015-05-22,18,F,Synedra.filiformis.exilis,0.010
T1,2015-05-22,4,FP,Synedra.filiformis.exilis,0.000
T1,2015-05-22,8,FP,Synedra.filiformis.exilis,0.000
T1,2015-05-22,19,FP,Synedra.filiformis.exilis,0.020
T1,2015-05-22,9,S,Synedra.filiformis.exilis,0.010
T1,2015-05-22,14,S,Synedra.filiformis.exilis,0.000
T1,2015-05-22,21,S,Synedra.filiformis.exilis,0.010
T1,2015-05-22,12,SP,Synedra.filiformis.exilis,0.020
T1,2015-05-22,16,SP,Synedra.filiformis.exilis,0.020
T1,2015-05-22,24,SP,Synedra.filiformis.exilis,0.010
T2,2015-08-18,5,F,Synedra.filiformis.exilis,0.000
T2,2015-08-18,6,F,Synedra.filiformis.exilis,0.000
T2,2015-08-18,18,F,Synedra.filiformis.exilis,0.000
T2,2015-08-18,4,FP,Synedra.filiformis.exilis,0.000
T2,2015-08-18,7,FP,Synedra.filiformis.exilis,0.000
T2,2015-08-18,19,FP,Synedra.filiformis.exilis,0.000
T2,2015-08-18,9,S,Synedra.filiformis.exilis,0.000
T2,2015-08-18,10,S,Synedra.filiformis.exilis,0.010
T2,2015-08-18,13,S,Synedra.filiformis.exilis,0.000
T2,2015-08-18,12,SP,Synedra.filiformis.exilis,0.000
T2,2015-08-18,15,SP,Synedra.filiformis.exilis,0.000
T2,2015-08-18,24,SP,Synedra.filiformis.exilis,0.000
T3,2016-02-19,1,F,Synedra.filiformis.exilis,0.000
T3,2016-02-19,6,F,Synedra.filiformis.exilis,0.000
T3,2016-02-19,18,F,Synedra.filiformis.exilis,0.030
T3,2016-02-19,4,FP,Synedra.filiformis.exilis,0.000
T3,2016-02-19,19,FP,Synedra.filiformis.exilis,0.000
T3,2016-02-19,9,S,Synedra.filiformis.exilis,0.010
T3,2016-02-19,13,S,Synedra.filiformis.exilis,0.000
T3,2016-02-19,21,S,Synedra.filiformis.exilis,0.000
T3,2016-02-19,12,SP,Synedra.filiformis.exilis,0.000
T3,2016-02-19,16,SP,Synedra.filiformis.exilis,0.000
T3,2016-02-19,23,SP,Synedra.filiformis.exilis,0.000
T4,2016-07-10,1,F,Synedra.filiformis.exilis,0.000
T4,2016-07-10,6,F,Synedra.filiformis.exilis,0.000
T4,2016-07-10,18,F,Synedra.filiformis.exilis,0.030
T4,2016-07-10,8,FP,Synedra.filiformis.exilis,0.000
T4,2016-07-10,19,FP,Synedra.filiformis.exilis,0.000
T4,2016-07-10,9,S,Synedra.filiformis.exilis,0.000
T4,2016-07-10,13,S,Synedra.filiformis.exilis,0.000
T4,2016-07-10,21,S,Synedra.filiformis.exilis,0.000
T4,2016-07-10,11,SP,Synedra.filiformis.exilis,0.000
T4,2016-07-10,16,SP,Synedra.filiformis.exilis,0.000
T1,2015-05-22,1,F,Tabellaria.cf..fasciulata,0.010
T1,2015-05-22,17,F,Tabellaria.cf..fasciulata,0.000
T1,2015-05-22,18,F,Tabellaria.cf..fasciulata,0.000
T1,2015-05-22,4,FP,Tabellaria.cf..fasciulata,0.000
T1,2015-05-22,8,FP,Tabellaria.cf..fasciulata,0.000
T1,2015-05-22,19,FP,Tabellaria.cf..fasciulata,0.010
T1,2015-05-22,9,S,Tabellaria.cf..fasciulata,0.000
T1,2015-05-22,14,S,Tabellaria.cf..fasciulata,0.000
T1,2015-05-22,21,S,Tabellaria.cf..fasciulata,0.000
T1,2015-05-22,12,SP,Tabellaria.cf..fasciulata,0.000
T1,2015-05-22,16,SP,Tabellaria.cf..fasciulata,0.000
T1,2015-05-22,24,SP,Tabellaria.cf..fasciulata,0.000
T2,2015-08-18,5,F,Tabellaria.cf..fasciulata,0.000
T2,2015-08-18,6,F,Tabellaria.cf..fasciulata,0.000
T2,2015-08-18,18,F,Tabellaria.cf..fasciulata,0.010
T2,2015-08-18,4,FP,Tabellaria.cf..fasciulata,0.000
T2,2015-08-18,7,FP,Tabellaria.cf..fasciulata,0.000
T2,2015-08-18,19,FP,Tabellaria.cf..fasciulata,0.000
T2,2015-08-18,9,S,Tabellaria.cf..fasciulata,0.000
T2,2015-08-18,10,S,Tabellaria.cf..fasciulata,0.000
T2,2015-08-18,13,S,Tabellaria.cf..fasciulata,0.000
T2,2015-08-18,12,SP,Tabellaria.cf..fasciulata,0.000
T2,2015-08-18,15,SP,Tabellaria.cf..fasciulata,0.000
T2,2015-08-18,24,SP,Tabellaria.cf..fasciulata,0.000
T3,2016-02-19,1,F,Tabellaria.cf..fasciulata,0.000
T3,2016-02-19,6,F,Tabellaria.cf..fasciulata,0.000
